Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Pattern 17,Pattern 18,Pattern 19,Pattern 20,Pattern 21,Pattern 22,Pattern 23,Pattern 24,Pattern 25,Pattern 26,Pattern 27,Pattern 28,Pattern 29,Pattern 30,Pattern 31,Pattern 32,Pattern 33,Pattern 34,Pattern 35,Pattern 36,Pattern 37,Pattern 38,Pattern 39,Pattern 40,Pattern 41,Pattern 42,Pattern 43,Pattern 44,Pattern 45,Pattern 46,Pattern 47,Pattern 48,Pattern 49,Pattern 50,Pattern 51,Pattern 52,Pattern 53,Pattern 54,Pattern 55,Pattern 56,Pattern 57,Pattern 58,Pattern 59,Pattern 60,Pattern 61,Pattern 62,Pattern 63,Pattern 64,Pattern 65,Pattern 66,Pattern 67,Pattern 68,Pattern 69,Pattern 70,Pattern 71,Pattern 72,Pattern 73,Pattern 74,Pattern 75,Pattern 76,Pattern 77,Pattern 78,Pattern 79,Pattern 80,Pattern 81,Pattern 82,Pattern 83,Pattern 84,Pattern 85,Pattern 86,Pattern 87,Pattern 88,Pattern 89,Pattern 90,Pattern 91,Pattern 92,Pattern 93,Pattern 94,Pattern 95,Pattern 96,Pattern 97,Pattern 98,Pattern 99,Pattern 100,Pattern 101,Pattern 102,Pattern 103,Pattern 104,Pattern 105,Pattern 106,Pattern 107,Pattern 108,Pattern 109,Pattern 110,Pattern 111,Pattern 112,Pattern 113,Pattern 114,Pattern 115,Pattern 116,Pattern 117,Pattern 118,Pattern 119,Pattern 120,Pattern 121,Pattern 122,Pattern 123,Pattern 124,Pattern 125,Pattern 126,Pattern 127,Pattern 128,Pattern 129,Pattern 130,Pattern 131,Pattern 132,Pattern 133,Pattern 134,Pattern 135,Pattern 136,Pattern 137,Pattern 138,Pattern 139,Pattern 140,Pattern 141,Pattern 142,Pattern 143,Pattern 144,Pattern 145,Pattern 146,Pattern 147,Pattern 148,Pattern 149,Pattern 150,Pattern 151,Pattern 152,Pattern 153,Pattern 154,Pattern 155,Pattern 156,Pattern 157,Pattern 158,Pattern 159,Pattern 160,Pattern 161,Pattern 162,Pattern 163,Pattern 164,Pattern 165,Pattern 166,Pattern 167,Pattern 168,Pattern 169,Pattern 170,Pattern 171,Pattern 172,Pattern 173,Pattern 174,Pattern 175,Pattern 176,Pattern 177,Pattern 178,Pattern 179,Pattern 180,Pattern 181,Pattern 182,Pattern 183,Pattern 184,Pattern 185,Pattern 186,Pattern 187,Pattern 188,Pattern 189,Pattern 190,Pattern 191,Pattern 192,Pattern 193,Pattern 194,Pattern 195,Pattern 196,Pattern 197,Pattern 198,Pattern 199,Pattern 200,Pattern 201,Pattern 202,Pattern 203,Pattern 204,Pattern 205,Pattern 206,Pattern 207,Pattern 208,Pattern 209,Pattern 210,Pattern 211,Pattern 212,Pattern 213,Pattern 214,Pattern 215,Pattern 216,Pattern 217,Pattern 218,Pattern 219,Pattern 220,Pattern 221,Pattern 222,Pattern 223,Pattern 224,Pattern 225,Pattern 226,Pattern 227,Pattern 228,Pattern 229,Pattern 230,Pattern 231,Pattern 232,Pattern 233,Pattern 234,Pattern 235,Pattern 236,Pattern 237,Pattern 238,Pattern 239,Pattern 240,Pattern 241,Pattern 242,Pattern 243,Pattern 244,Pattern 245,Pattern 246,Pattern 247,Pattern 248,Pattern 249,Pattern 250,Pattern 251,Pattern 252,Pattern 253,Pattern 254,Pattern 255,Pattern 256,Edges_Async
13,8,8,5,9,12,1,7,13,2,9,4,8,3,5,13,6,10,4,8,3,5,1,0,0,1,0,0,2,0,0,3,8,4,11,4,0,0,1,0,3,2,5,0,0,1,1,3,7,6,6,16,2,3,0,0,2,0,0,2,1,1,2,2,11,2,0,1,7,4,0,0,1,0,0,1,6,0,0,3,9,4,0,1,4,14,0,1,0,0,0,4,3,2,1,3,1,0,0,3,0,1,4,2,1,1,1,1,1,3,3,3,3,0,1,3,1,1,4,2,1,3,0,0,0,5,4,6,10,0,5,1,4,0,1,1,7,2,5,1,5,1,1,1,3,1,0,2,0,1,2,2,2,0,1,3,0,1,0,6,5,1,3,0,0,0,1,2,8,1,8,2,3,2,1,0,5,1,1,1,1,0,3,3,0,3,0,3,3,1,5,5,10,2,3,1,4,3,2,2,4,1,0,1,12,4,3,3,4,1,0,1,0,0,0,1,0,4,3,2,3,1,2,6,6,1,1,0,0,0,1,3,2,2,2,7,1,2,3,5,19,2,0,3,1,2,4,8,1,2,3,4,7,1,5,10,1955
302,35,31,5,40,2,4,0,34,3,4,0,8,2,0,0,38,4,3,0,1,0,1,0,2,1,0,1,0,0,0,0,36,2,7,0,2,0,1,1,4,0,0,0,1,0,0,0,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,32,4,4,1,3,1,1,0,4,3,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,5,1,1,0,0,0,4,1,1,1,0,0,0,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827
637,12,11,0,11,0,0,0,10,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
2,2,1,8,3,8,1,2,7,1,7,2,2,4,5,32,2,5,0,3,0,3,0,0,0,0,0,1,0,0,0,0,1,0,7,2,0,0,0,0,0,0,4,0,0,0,0,0,9,3,2,37,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,8,2,0,0,0,0,0,0,5,0,0,0,7,3,0,0,2,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,1,0,1,13,6,0,0,0,2,0,0,0,4,0,7,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7,0,4,0,0,0,0,0,6,0,27,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,16,2,0,0,0,4,0,0,0,8,0,0,1,21,0,1,3,6,0,0,0,0,0,0,1,0,1,0,1,0,2,0,16,6,0,0,1,0,0,1,0,0,0,0,1,1,3,1,17,29,1,0,4,0,1,2,14,0,1,2,15,4,16,22,155,1941
37,21,17,8,17,8,5,3,16,5,8,7,4,5,6,1,18,9,9,1,9,5,2,3,5,0,0,1,1,3,2,1,22,7,7,4,1,1,2,2,4,0,6,1,0,1,2,1,10,2,4,1,1,2,0,0,3,0,3,1,2,2,1,0,15,6,4,1,13,4,1,2,3,3,3,0,9,2,0,2,9,6,1,2,3,4,0,1,0,0,2,1,1,2,0,3,7,2,2,1,0,2,1,2,2,1,0,0,1,2,0,2,2,1,0,1,2,3,0,0,5,1,1,1,2,3,0,0,16,2,4,1,8,0,2,0,12,0,6,1,5,3,1,2,4,0,0,3,2,0,1,0,0,2,1,0,1,0,1,0,9,0,6,1,1,2,3,3,4,1,10,1,1,2,1,3,2,3,1,2,2,0,2,3,2,0,3,2,1,0,1,0,9,0,0,1,5,1,2,0,6,1,1,1,2,0,0,2,4,2,2,3,2,1,2,2,1,1,0,4,0,3,0,4,1,5,0,0,0,1,1,0,0,0,3,1,1,2,1,0,3,3,4,2,2,1,1,1,0,0,1,2,0,1,0,0,1802
91,17,24,10,21,8,3,3,24,6,8,2,7,3,5,4,26,10,3,4,4,5,3,1,0,0,3,0,0,1,1,1,16,9,14,2,1,2,0,2,7,1,3,2,1,2,2,0,6,4,2,7,2,0,1,0,0,1,1,3,1,0,0,1,25,1,2,1,12,3,1,2,5,0,3,1,3,3,1,0,7,4,2,0,2,1,1,0,0,2,3,4,1,0,2,0,3,3,2,0,1,0,1,1,0,1,0,1,0,1,1,0,8,1,1,2,1,0,0,4,2,1,0,0,1,0,0,0,21,5,2,1,9,2,1,1,7,0,4,2,2,4,0,1,5,0,1,1,2,1,0,0,3,1,0,0,1,2,0,0,8,1,2,0,1,1,1,3,5,1,1,1,1,1,0,1,2,3,2,0,2,0,1,2,2,2,1,3,1,0,0,0,7,1,1,0,1,2,0,0,6,0,1,0,4,1,5,1,5,1,1,0,2,1,1,1,1,1,0,0,3,0,2,1,6,1,4,0,2,2,1,0,0,0,0,1,2,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,2,1,1,1,1581
34,14,12,9,10,9,2,6,12,2,11,3,9,4,4,8,9,8,6,2,2,8,1,2,1,0,1,2,0,2,2,4,17,5,10,4,0,0,2,1,2,0,4,1,1,2,2,0,5,5,3,6,0,0,1,1,0,3,2,2,1,1,1,3,10,3,0,2,16,5,0,2,6,0,1,0,3,1,1,0,14,4,1,2,5,7,4,2,1,3,4,4,0,2,0,0,4,0,2,1,0,4,0,0,1,3,3,3,0,2,2,2,3,1,0,1,0,0,2,2,0,3,3,3,0,2,4,3,15,1,3,1,4,1,0,2,14,1,3,4,1,2,3,1,4,2,1,0,1,3,2,1,1,2,2,2,1,0,2,0,5,3,5,1,2,4,2,2,5,3,6,1,2,0,2,3,7,1,0,1,1,4,2,2,2,0,0,0,2,4,2,3,3,0,1,0,2,2,2,0,4,0,2,0,6,0,1,6,6,1,3,0,1,2,2,0,2,2,2,1,0,3,5,0,5,0,3,2,1,3,1,0,2,1,1,3,3,3,1,4,8,2,1,2,5,1,4,4,3,1,1,2,0,2,1,2,1892
299,32,27,1,30,3,4,2,31,4,3,1,4,1,1,0,25,8,9,2,6,1,0,0,2,1,0,0,1,0,0,0,29,4,5,4,6,1,0,0,6,1,1,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3,1,7,2,1,0,4,2,2,1,3,0,0,0,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,28,3,6,0,5,0,0,1,5,1,2,0,2,0,0,0,5,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896
9,1,6,12,2,9,2,2,7,0,8,6,13,4,3,16,3,11,0,5,2,4,0,1,1,0,0,0,0,0,0,1,4,0,7,6,0,0,0,1,1,1,7,0,1,0,1,1,3,7,8,20,1,0,0,4,0,1,0,2,0,1,3,3,5,2,0,0,10,5,0,0,1,0,0,0,3,0,2,2,7,4,0,0,5,20,0,0,0,0,1,0,1,2,1,4,1,1,1,2,0,0,0,0,0,0,0,1,2,0,2,4,6,0,0,2,1,1,2,3,2,1,0,2,2,3,2,12,4,0,2,0,0,0,0,1,6,0,7,0,6,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,1,1,2,6,11,0,3,0,0,0,2,1,4,1,13,1,0,1,1,5,6,0,1,1,1,1,1,1,0,1,1,7,0,7,4,9,6,1,0,0,6,0,1,1,5,2,1,1,19,3,1,4,6,0,2,2,1,0,1,5,0,1,0,2,2,4,1,14,5,0,0,1,0,1,1,7,0,1,0,5,1,3,4,12,23,1,0,1,1,4,4,11,2,5,5,14,0,11,13,34,1963
27,17,16,10,14,4,5,4,14,4,8,4,4,7,7,3,11,12,3,2,1,9,1,3,0,2,0,0,1,1,2,0,17,3,13,4,0,0,0,3,2,3,3,2,1,1,2,1,5,2,4,6,0,1,1,1,1,3,1,2,1,1,2,0,10,3,0,0,15,7,2,1,2,1,0,2,7,0,0,1,9,5,3,2,7,4,1,3,1,3,0,0,1,0,0,5,3,1,1,0,1,5,5,1,0,1,4,0,0,2,5,0,6,0,0,2,3,3,2,0,1,1,3,6,1,1,4,4,12,0,2,1,4,0,1,2,11,0,5,3,6,1,1,0,6,2,1,0,1,3,0,5,2,7,3,1,1,3,4,3,9,0,6,0,1,0,0,4,5,4,5,1,1,1,1,1,7,1,1,0,1,1,3,3,3,2,2,1,0,3,1,2,11,0,0,1,3,1,1,0,5,2,1,2,7,0,0,0,3,0,3,0,0,1,1,2,0,6,1,4,1,2,2,1,6,1,2,2,0,3,4,3,1,2,1,2,1,2,3,5,6,1,0,1,0,2,2,2,1,1,2,1,1,2,4,0,1897
19,11,12,11,20,5,6,6,12,3,10,8,8,8,6,8,9,8,4,4,3,5,0,0,1,1,0,1,1,2,0,3,12,2,2,6,2,2,0,0,1,1,8,1,2,1,0,1,14,3,6,7,2,1,2,2,1,1,1,3,1,3,2,3,8,3,0,0,7,7,1,0,7,3,0,1,6,4,2,2,9,5,1,4,4,6,1,2,0,0,0,2,1,1,0,1,4,1,1,3,1,1,4,1,0,1,0,0,1,3,2,0,6,1,2,1,1,2,0,3,0,0,3,1,1,3,1,5,11,2,3,0,4,1,1,1,5,1,5,1,3,1,0,3,5,1,0,1,1,1,1,2,0,1,1,2,1,3,1,1,16,0,4,2,1,0,0,4,2,1,7,2,1,1,4,2,6,1,2,1,1,2,1,0,2,1,3,4,2,0,1,3,12,1,1,4,2,1,1,2,3,3,2,0,3,2,3,2,5,0,1,4,0,1,0,2,3,2,5,1,6,4,3,3,7,2,1,0,0,2,3,2,2,2,0,0,3,1,2,3,10,1,1,4,2,0,2,3,3,1,2,3,2,3,3,7,1903
597,15,15,0,14,0,1,0,16,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
133,32,32,9,30,14,4,2,31,6,10,3,5,0,3,2,25,4,4,3,6,1,2,1,1,3,3,0,2,3,2,0,22,5,10,1,1,2,1,1,4,1,4,1,2,3,1,2,12,2,1,2,0,1,0,0,2,1,0,0,1,0,1,0,31,4,2,4,7,0,1,1,8,0,3,0,1,0,0,2,13,0,2,0,3,3,1,0,1,1,2,0,1,0,0,1,6,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,26,2,3,2,8,3,4,0,6,0,4,1,1,1,0,1,6,2,0,0,0,0,0,0,1,1,1,0,1,2,0,0,15,3,2,1,2,0,0,0,3,0,1,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,5,3,3,0,2,1,0,0,1,0,1,0,2,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,1360
18,6,5,13,8,6,1,4,7,0,5,6,11,9,8,11,12,7,4,4,3,3,0,1,0,1,0,1,0,0,1,1,9,2,8,4,1,0,1,0,2,0,5,0,0,1,0,0,12,10,3,14,0,1,0,5,0,2,0,3,1,2,0,5,10,1,0,0,9,5,1,0,0,1,1,1,7,1,1,1,5,8,0,1,3,10,0,1,0,2,1,3,1,1,1,3,3,2,2,0,0,0,2,3,2,0,0,1,0,1,1,2,4,0,1,5,0,0,2,0,1,1,4,1,1,4,6,6,7,0,2,0,2,1,2,0,8,0,5,2,5,1,0,2,3,0,0,1,2,0,0,0,1,0,1,0,1,0,2,3,5,0,5,1,1,1,0,1,6,0,17,1,0,4,1,4,6,1,0,1,1,2,2,2,0,2,2,3,2,2,3,7,10,0,0,3,7,0,0,1,6,0,1,2,16,3,0,4,6,0,2,1,1,1,4,3,0,0,1,3,4,3,2,11,2,0,1,2,0,2,0,6,0,1,2,5,1,3,3,7,6,1,0,8,1,8,4,9,4,4,2,4,3,7,6,17,1930
41,13,12,11,17,9,7,4,12,5,13,7,12,6,3,6,15,6,6,4,2,1,2,1,1,1,0,2,2,2,0,1,7,6,5,5,2,0,2,0,1,0,7,2,0,2,2,1,15,2,3,6,2,0,2,0,1,1,0,2,0,3,2,3,11,3,1,0,6,5,2,1,4,1,1,1,4,1,0,2,8,4,0,0,3,5,2,0,0,1,3,2,3,3,0,2,16,1,0,2,1,1,1,4,0,2,1,2,0,0,0,5,4,2,0,3,0,1,2,2,2,2,1,2,2,2,0,1,12,0,2,0,0,1,1,3,7,0,2,1,4,3,1,2,7,1,0,2,0,2,1,2,0,0,1,1,0,2,2,2,9,0,7,1,2,2,2,3,6,2,6,0,2,1,1,0,6,1,3,2,0,1,1,3,0,2,2,4,1,3,1,5,7,0,1,2,5,2,3,0,4,1,3,3,11,1,3,2,9,3,1,2,2,3,3,1,1,0,2,2,2,2,2,1,5,2,0,0,1,1,0,2,0,2,0,2,1,2,0,1,6,2,1,2,0,2,5,0,0,3,2,2,4,3,2,2,1853
12,6,5,10,5,8,2,6,6,4,9,5,9,4,7,15,7,5,2,5,2,4,0,1,0,0,0,0,0,0,1,0,8,1,5,5,0,0,0,0,0,0,4,0,0,0,1,2,8,8,5,12,0,0,0,2,0,0,1,0,0,2,1,3,8,1,0,0,7,4,1,0,3,0,0,0,4,0,0,1,11,5,0,0,4,16,0,0,0,1,0,2,0,5,1,4,2,0,1,0,0,1,0,2,0,0,1,1,0,2,1,4,5,1,0,0,0,4,0,7,0,2,1,5,2,4,1,11,7,0,2,0,2,0,0,1,7,0,3,0,4,1,0,1,3,0,0,0,0,1,0,1,0,0,2,4,0,0,0,5,7,0,5,0,0,0,0,2,5,0,20,1,1,1,5,4,4,0,1,1,1,0,1,5,1,0,4,4,1,4,5,9,3,0,0,0,7,0,0,2,6,1,0,1,14,1,0,3,6,0,0,0,0,3,3,4,0,0,3,3,1,6,4,11,7,0,0,3,0,1,2,4,0,5,1,1,0,3,5,12,15,0,0,6,1,7,6,6,0,3,2,14,2,11,12,38,1951
32,11,14,4,18,8,4,8,12,8,13,4,4,6,4,2,10,12,4,7,3,5,0,3,1,1,3,1,1,1,1,0,10,3,8,12,0,1,0,2,3,0,4,2,0,2,3,1,11,4,5,6,0,1,1,1,2,1,2,1,1,0,1,2,16,4,1,1,12,3,2,1,3,2,2,2,6,0,2,2,7,4,0,0,5,5,0,5,1,1,1,0,5,0,2,0,3,1,0,1,0,1,1,0,2,2,2,1,0,4,0,3,5,2,4,2,3,1,3,4,1,2,2,2,0,3,1,2,17,3,3,1,2,0,2,1,6,1,5,0,4,1,3,0,3,3,1,1,2,0,2,2,0,1,1,3,1,5,3,0,11,1,4,0,2,2,1,1,7,1,6,3,3,2,2,2,2,0,1,2,3,1,1,2,0,4,0,3,1,3,2,3,8,2,0,0,3,3,1,1,5,1,0,1,5,2,2,1,4,1,3,0,3,2,1,4,2,0,3,2,3,5,1,2,7,1,2,2,1,1,2,1,3,1,2,1,1,1,4,3,6,1,1,0,2,2,0,1,1,2,2,2,0,1,2,1,1872
88,26,21,9,23,11,2,5,26,2,13,2,17,2,4,3,26,8,8,5,5,2,0,0,3,1,6,1,2,0,0,0,24,4,8,4,3,4,2,3,3,0,2,1,2,2,0,1,11,2,2,3,4,1,0,0,2,0,1,2,2,1,1,0,18,9,3,3,9,3,0,0,5,2,2,3,4,0,1,1,9,2,2,0,4,3,1,1,3,2,3,0,0,1,1,0,3,4,0,0,0,1,0,0,3,0,1,0,0,0,1,0,7,0,1,1,1,1,1,0,2,0,1,0,0,0,0,0,24,2,5,5,5,1,2,2,10,1,4,0,0,2,1,1,2,2,3,0,1,2,1,1,0,0,0,0,0,0,1,0,13,1,2,1,4,0,2,0,3,2,0,0,2,1,1,2,5,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,11,1,5,1,4,0,1,1,1,1,0,1,4,2,1,0,4,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0,6,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1561
117,28,26,9,23,3,6,2,24,8,7,4,14,2,2,5,27,5,5,6,4,4,1,2,2,2,1,0,1,0,1,1,21,4,16,1,7,3,0,2,2,2,4,1,4,1,0,0,7,4,3,0,2,2,0,0,1,2,1,1,1,0,1,0,23,3,4,4,10,2,3,2,7,1,0,0,3,1,1,1,13,4,0,0,2,1,0,0,1,1,1,0,0,2,1,1,6,2,0,2,1,0,0,0,1,0,2,0,1,0,0,1,2,2,0,0,4,1,0,0,0,0,1,0,0,0,0,0,19,3,3,2,5,4,3,0,11,1,3,3,1,2,1,0,6,2,2,0,0,2,1,0,1,1,0,1,2,0,1,1,5,2,4,1,1,0,1,0,5,0,2,1,0,1,1,1,8,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,14,1,2,0,3,2,0,1,3,0,1,0,2,0,0,0,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,1,1,2,1,0,0,0,0,1457
5,6,6,11,4,7,3,3,6,1,6,6,12,4,4,13,8,4,1,6,0,6,0,1,0,0,0,0,0,1,1,1,5,2,6,4,0,0,0,0,4,0,6,0,0,0,0,2,5,7,6,21,0,0,0,1,0,0,1,1,0,0,0,3,4,2,0,0,8,3,0,0,0,0,0,0,5,0,0,0,7,6,0,0,5,20,1,0,0,0,0,1,0,1,0,2,4,0,0,0,0,1,0,2,0,0,0,3,0,1,1,8,7,0,0,0,0,2,2,3,0,1,0,6,0,2,2,15,5,0,2,0,0,0,0,0,7,0,7,0,5,0,0,3,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,9,0,7,0,0,0,0,1,4,0,10,2,1,0,1,1,4,0,0,0,0,0,2,4,1,2,1,3,0,7,5,17,6,0,0,0,5,0,1,0,6,0,0,1,25,2,2,4,4,1,0,1,0,0,2,4,0,4,0,4,0,2,6,11,6,0,0,0,0,0,2,2,0,0,1,5,0,4,4,16,12,1,1,2,0,4,7,18,1,5,4,14,4,14,14,47,1964
90,17,20,14,20,11,4,2,21,6,3,4,10,2,6,4,17,9,4,4,4,4,0,1,4,2,2,1,3,0,2,0,20,2,10,5,2,1,4,1,3,0,5,0,2,3,0,0,14,5,4,1,1,5,1,1,1,0,3,1,1,3,1,1,19,7,1,0,10,3,2,2,3,2,1,1,2,3,2,0,10,5,4,1,2,2,0,0,0,2,1,2,3,0,0,1,3,0,1,2,3,3,1,0,3,0,3,1,1,0,0,2,4,1,0,1,3,0,0,1,1,1,0,0,1,0,0,0,23,2,5,1,2,2,0,1,12,2,2,3,4,1,3,1,5,1,1,2,1,0,3,0,2,1,2,1,1,0,1,0,7,0,3,2,1,0,2,0,5,0,1,1,1,1,2,0,5,1,0,3,0,0,0,2,1,0,2,1,0,0,1,0,9,1,4,3,4,1,2,1,2,2,0,0,5,0,1,1,2,2,0,1,1,1,1,0,3,1,0,0,1,2,0,1,5,3,1,2,3,0,2,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,2,1,0,0,0,1,1,0,1611
77,16,18,10,19,5,8,6,17,9,11,3,8,4,2,2,17,11,4,2,8,3,2,0,1,2,2,2,3,3,0,0,21,4,7,4,3,0,1,0,6,2,3,2,3,2,3,1,7,4,6,5,4,0,2,0,3,0,0,2,2,1,1,0,19,6,4,2,11,7,1,1,4,2,3,0,3,3,2,1,9,2,0,3,2,2,0,0,2,1,2,1,1,0,0,0,4,7,2,1,1,0,3,1,0,3,0,0,1,2,1,1,2,2,3,1,1,1,0,0,1,0,1,0,2,2,0,0,17,0,6,1,5,1,1,1,10,4,2,3,2,2,0,3,8,1,2,1,2,0,2,4,2,1,1,0,1,2,1,1,11,0,4,2,2,1,3,2,4,1,0,0,1,1,2,0,5,3,0,0,2,1,0,0,1,0,2,2,0,0,0,0,7,1,3,2,5,1,1,0,5,0,1,0,4,0,2,0,6,0,0,2,2,2,2,1,2,1,2,0,1,0,0,2,3,1,1,1,1,1,1,0,0,2,2,1,0,0,0,0,2,2,2,0,1,0,0,0,0,1,2,0,0,1,0,1,1707
35,8,9,7,10,6,0,4,13,1,11,4,6,7,6,19,9,10,4,3,2,7,0,1,0,0,1,2,1,1,0,2,15,3,7,4,1,0,0,1,0,0,6,0,1,1,1,3,6,4,7,5,0,0,0,3,0,2,2,2,3,1,4,0,13,4,0,1,5,5,0,1,1,1,1,1,6,0,0,2,9,6,0,0,7,11,1,1,1,0,3,1,2,1,1,1,5,1,0,1,0,3,2,2,0,2,0,0,1,1,1,1,3,0,1,1,0,2,3,4,5,2,2,1,2,4,1,4,10,0,6,0,4,1,0,1,4,0,6,1,6,0,0,3,3,0,0,2,1,1,2,0,0,1,0,1,1,2,3,3,12,0,2,2,1,2,1,1,5,1,6,1,2,2,2,4,8,2,1,3,2,2,2,3,1,2,1,2,1,2,3,0,6,1,1,2,7,0,4,1,7,1,0,3,3,0,0,6,5,0,0,3,0,2,3,3,2,1,0,2,2,4,3,3,3,1,2,2,0,0,1,4,1,4,1,3,4,3,0,5,4,3,3,3,1,3,1,5,2,2,4,11,1,4,9,11,1896
